Source ; Target
pato ; lemur
lemur ; pez
pez ; delfin
delfin ; mono
mono ; cocodrilo
cocodrilo ; leon
leon ; serpiente
serpiente ; arana
arana ; escorpion
escorpion ; tigre
tigre ; leopardo
leopardo ; guepardo
guepardo ; pantera
pantera ; elefante
elefante ; jirafa
jirafa ; avestruz
avestruz ; raton
perro ; gato
gato ; delfin
delfin ; conejo
conejo ; jabali
jabali ; canguro
canguro ; mosca
mosca ; mosquito
mosquito ; raton
raton ; avestruz
avestruz ; paloma
paloma ; flamenco
flamenco ; jirafa
jirafa ; leon
leon ; caballo
caballo ; tiburon
tiburon ; ballena
ballena ; guepardo
guepardo ; rinoceronte
rinoceronte ; cocodrilo
cocodrilo ; rana
perrosalchicha ; perrohusky
perrohusky ; gatoindio
gatoindio ; gatoegipcio
gatoegipcio ; gatonaranja
gatonaranja ; gatonegro
gatonegro ; gatoestampado
gatoestampado ; gatoblanco
gatoblanco ; pez
pez ; pezraya
pezraya ; tiburonmestizo
tiburonmestizo ; tiburonespada
tiburonespada ; tiburonblanco
tiburonblanco ; megalodon
megalodon ; gorila
gorila ; trex
trex ; aguila
aguila ; buitre
perro ; vaca
vaca ; gato
gato ; cebra
cebra ; jirafa
jirafa ; lince
lince ; zorro
zorro ; elefante
elefante ; hipopotamo
hipopotamo ; hamster
hamster ; pajaro
pajaro ; colibri
colibri ; gusano
gusano ; mosquito
mosquito ; oso
oso ; leon
leon ; tigre
tigre ; guepardo
guepardo ; pantera
pantera ; ganso
ganso ; liebre
liebre ; rinoceronte
rinoceronte ; pez
pez ; pato
pato ; ardilla
ardilla ; mofeta
mofeta ; mapache
mapache ; cerdo
ala ; pollo
pollo ; gato
gato ; perro
perro ; gallina
gallina ; elefante
elefante ; jirafa
jirafa ; tiburon
tiburon ; pezglobo
pezglobo ; aguila
aguila ; oso
oso ; pinguino
pinguino ; periquito
periquito ; zorro
zorro ; ciervo
ciervo ; jabali
jabali ; tigre
tigre ; leon
leon ; puma
puma ; leopardo
leopardo ; corzo
corzo ; lobo
lobo ; loro
loro ; caballo
caballo ; cerdo
cerdo ; oveja
oveja ; ardilla
ardilla ; paloma
perro ; gato
gato ; pajaro
pajaro ; loro
loro ; hamster
hamster ; criadegato
criadegato ; criadeperro
criadeperro ; ternero
ternero ; vaca
vaca ; toro
toro ; oveja
oveja ; cabra
cabra ; caballo
caballo ; zorro
zorro ; lobo
lobo ; pollo
pollo ; gallina
gallina ; cuervo
cuervo ; gallo
gallo ; yegua
yegua ; dalmata
dalmata ; nu
nu ; mamut
mamut ; elefante
elefante ; dinosaurio
dinosaurio ; pez
pez ; pezglobo
rata ; caballo
caballo ; oveja
oveja ; abeja
abeja ; perro
perro ; gato
gato ; marmota
marmota ; paloma
paloma ; avestruz
avestruz ; pajaro
pajaro ; pavoreal
pavoreal ; gallina
gallina ; vaca
vaca ; cabra
cabra ; dinosaurio
dinosaurio ; cocodrilo
cocodrilo ; serpiente
serpiente ; camaleon
camaleon ; cebra
cebra ; pez
perro ; gato
gato ; cabra
cabra ; oveja
oveja ; tigre
tigre ; leon
leon ; pantera
pantera ; gorila
gorila ; cocodrilo
cocodrilo ; castor
castor ; caballo
caballo ; caiman
caiman ; cebra
cebra ; tiranosauriorex
tiranosauriorex ; mono
mono ; perezoso
canguro ; perro
perro ; gato
gato ; elefante
elefante ; hipopotamo
hipopotamo ; delfin
delfin ; gaviota
gaviota ; aguila
aguila ; gorrion
gorrion ; paloma
paloma ; cebra
cebra ; vaca
vaca ; cerdo
cerdo ; camaleon
camaleon ; lagarto
lagarto ; lagartija
lagartija ; zoologico
zoologico ; granja
granja ; pavoreal
pavoreal ; cisne
cisne ; pato
pato ; oso
oso ; pollo
pollo ; lechuza
lechuza ; ardilla
ardilla ; ciervo
ciervo ; loro
loro ; burro
burro ; bacalao
bacalao ; tiburon
tiburon ; ballena
ballena ; rana
rana ; sapo
sapo ; tigre
tigre ; pantera
pantera ; osopanda
osopanda ; mosca
mosca ; abeja
abeja ; avispa
avispa ; lobo
lobo ; mono
mono ; mantarraya
cebra ; cocodrilo
cocodrilo ; murcielago
murcielago ; jirafa
jirafa ; elefante
elefante ; gato
gato ; perro
perro ; mono
mono ; gorila
gorila ; orangutan
orangutan ; tortuga
tortuga ; pez
pez ; pajaro
pajaro ; insecto
insecto ; serpiente
serpiente ; cobra
vaca ; toro
toro ; cerdo
cerdo ; granja
granja ; ganado
ganado ; leche
leche ; huevo
huevo ; cuidado
cuidado ; mascota
mascota ; perro
perro ; gato
gato ; tortuga
tortuga ; pajaro
pajaro ; caza
caza ; mono
mono ; pez
pez ; comidadepez
comidadepez ; jaula
jaula ; zoologico
zoologico ; algodon
algodon ; rebano
perro ; gato
gato ; caballo
caballo ; ciervo
ciervo ; burro
burro ; oveja
oveja ; gallo
gallo ; oso
oso ; gorila
gorila ; mono
mono ; chimpance
chimpance ; lince
lince ; raton
raton ; rata
rata ; unicornio
unicornio ; pez
pez ; lagarto
lagarto ; cerdo
cerdo ; yegua
yegua ; toro
toro ; cebra
tigre ; mono
mono ; gato
gato ; perro
perro ; tortuga
tortuga ; caballo
caballo ; cabra
cabra ; camaleon
camaleon ; foca
foca ; elefante
elefante ; jirafa
jirafa ; hipopotamo
hipopotamo ; rinoceronte
rinoceronte ; vaca
vaca ; cerdo
cabra ; perro
perro ; leon
leon ; tigre
tigre ; gato
gato ; camello
camello ; vaca
vaca ; abeja
abeja ; cordero
cordero ; caballo
caballo ; elefante
leon ; leopardo
leopardo ; mono
mono ; orangutan
orangutan ; cocodrilo
cocodrilo ; delfin
delfin ; elefante
elefante ; simio
simio ; arana
arana ; hormiga
hormiga ; topo
topo ; murcielago
murcielago ; cucaracha
cucaracha ; mariposa
mariposa ; bichobola
bichobola ; cabra
cabra ; ciervo
ciervo ; vaca
vaca ; cordero
cordero ; gato
gato ; perro
perro ; pez
pez ; tiburon
tiburon ; pajaro
pajaro ; ciguena
ciguena ; lagarto
lagarto ; dragondekomodo
dragondekomodo ; hipopotamo
perro ; gato
gato ; oveja
oveja ; vaca
vaca ; huron
huron ; conejo
conejo ; delfin
delfin ; ballena
ballena ; orca
orca ; caballitodemar
caballitodemar ; tiburon
tiburon ; estrellademar
estrellademar ; mantarraya
mantarraya ; medusa
medusa ; navaja
navaja ; almeja
almeja ; pez
pez ; insecto
insecto ; arana
arana ; mosquito
mosquito ; cucaracha
cucaracha ; escorpion
escorpion ; hormiga
hormiga ; naturaleza
naturaleza ; libertad
perro ; gato
gato ; pajaro
pajaro ; hipopotamo
hipopotamo ; jirafa
jirafa ; lagartija
lagartija ; iguana
iguana ; lagarto
lagarto ; pulpo
pulpo ; tiburon
tiburon ; rinoceronte
rinoceronte ; mosquito
mosquito ; pinguino
pinguino ; osopolar
osopolar ; osopardo
osopardo ; osopanda
osopanda ; hormiga
leon ; tigre
tigre ; leopardo
leopardo ; osopardo
osopardo ; tigresiberiano
tigresiberiano ; tigredebengala
tigredebengala ; guepardo
guepardo ; osopolar
osopolar ; ninfa
ninfa ; agaporni
agaporni ; guacamayo
guacamayo ; yaco
yaco ; rompehuesos
rompehuesos ; aguilaimperial
aguilaimperial ; halcon
halcon ; antilope
antilope ; murcielago
elefante ; jirafa
jirafa ; perro
perro ; gato
gato ; hamster
hamster ; cobaya
cobaya ; tortuga
tortuga ; hipopotamo
hipopotamo ; reno
reno ; leon
leon ; koala
koala ; oso
oso ; pinguino
serpiente ; elefante
elefante ; cocodrilo
cocodrilo ; rata
rata ; raton
raton ; lagartija
lagartija ; lagarto
lagarto ; libelula
libelula ; mosca
mosca ; mosquito
mosquito ; abeja
abeja ; avispa
avispa ; rana
rana ; sapo
sapo ; perro
perro ; gato
gato ; hamster
hamster ; perradelaspradera
perradelaspradera ; ballena
ballena ; orca
orca ; pinguino
pinguino ; morsa
morsa ; leon
leon ; sanguijuela
sanguijuela ; pulpo
pulpo ; calamar
calamar ; pez
pez ; salmon
salmon ; bacalao
bacalao ; gorrion
gorrion ; tucan
tucan ; mono
mono ; gorila
gorila ; arana
arana ; hipopotamo
rana ; raton
raton ; caballo
caballo ; mariposa
mariposa ; mastin
mastin ; ballena
ballena ; pez
pez ; gato
gato ; perro
perro ; gallina
gallina ; jirafa
jirafa ; cebra
cebra ; leopardo
leopardo ; guepardo
guepardo ; gusano
gusano ; saltamontes
saltamontes ; cabra
cabra ; vaca
vaca ; ternero
ternero ; oveja
oveja ; ciervo
ciervo ; jabali
jabali ; mosquito
mosquito ; mosca
mosca ; arana
arana ; hipopotamo
mono ; pez
pez ; cebra
cebra ; gato
gato ; perro
perro ; conejo
conejo ; serpiente
serpiente ; hipopotamo
hipopotamo ; rata
rata ; raton
raton ; abeja
abeja ; mosca
mosca ; mosquito
mosquito ; pajaro
pajaro ; avestruz
avestruz ; leopardo
leopardo ; leon
leon ; cucaracha
cucaracha ; jirafa
jirafa ; salamandra
salamandra ; tiburon
tiburon ; pezespada
pezespada ; ballena
ballena ; orca
orca ; gaviota
mono ; perro
perro ; gato
gato ; orangutan
orangutan ; tigre
tigre ; leon
leon ; hipopotamo
hipopotamo ; cocodrilo
cocodrilo ; elefante
elefante ; conejo
conejo ; hamster
hamster ; aguila
aguila ; halcon
halcon ; periquito
periquito ; oso
oso ; lobo
lobo ; serpiente
serpiente ; zorro
zorro ; tiburon
tiburon ; pez
pez ; anguila
perro ; gato
gato ; cebra
cebra ; mono
mono ; gorila
gorila ; chimpance
chimpance ; mononegro
mononegro ; mononaranja
mononaranja ; mononegro
mononegro ; jirafa
jirafa ; elefante
elefante ; gacela
gacela ; guepardo
guepardo ; leon
leon ; rata
rata ; raton
raton ; serpiente
serpiente ; culebra
culebra ; vibora
vibora ; cobra
cobra ; rana
rana ; sapo
sapo ; renacuajo
renacuajo ; pezglobo
pezglobo ; salmon
salmon ; trucha
trucha ; salmonete
salmonete ; delfin
delfin ; ballena
ballena ; cachalote
gato ; perro
perro ; rata
rata ; hamster
hamster ; cobaya
cobaya ; huron
huron ; loro
loro ; periquito
periquito ; pajaro
pajaro ; caballo
caballo ; yegua
yegua ; potro
potro ; jirafa
jirafa ; cabra
cabra ; cocodrilo
cocodrilo ; leon
leon ; hiena
hiena ; hipopotamo
hipopotamo ; jaguar
jaguar ; ciervo
ciervo ; jabali
jabali ; cerdo
cerdo ; vaca
vaca ; conejo
conejo ; liebre
liebre ; cordero
cordero ; oveja
oveja ; buey
buey ; abeja
abeja ; murcielago
leon ; tigre
tigre ; guepardo
guepardo ; velocidad
velocidad ; feroz
feroz ; muerte
muerte ; vida
vida ; jungla
jungla ; lanza
lanza ; escopeta
escopeta ; rifle
rifle ; rinoceronte
rinoceronte ; jirafa
jirafa ; cebra
cebra ; mono
mono ; chimpance
chimpance ; gorila
gorila ; dragondekomodo
dragondekomodo ; oruga
oruga ; abeja
abeja ; avispa
avispa ; mosquito
mosquito ; mosca
mosca ; mariposa
mariposa ; polilla
polilla ; copular
copular ; reproducirse
ballena ; pez
pez ; tiburon
tiburon ; serpiente
serpiente ; mono
mono ; gorila
gorila ; tigre
tigre ; leon
leon ; gallina
gallina ; rinoceronte
rinoceronte ; cebra
cebra ; jirafa
jirafa ; perro
perro ; gato
gato ; canario
canario ; domesticar
domesticar ; comer
comer ; cazar
cazar ; cuidar
cuidar ; pajaro
pajaro ; lobo
lobo ; loro
loro ; abeja
abeja ; naturaleza
naturaleza ; flor
flor ; paisaje
paisaje ; medioambiente
vaca ; oveja
oveja ; cobra
cobra ; serpiente
serpiente ; perro
perro ; gato
gato ; tiburon
tiburon ; elefante
elefante ; arana
arana ; unicornio
unicornio ; delfin
delfin ; cucaracha
cucaracha ; mariposa
mariposa ; escarabajo
escarabajo ; gusano
gusano ; lombriz
lombriz ; flamenco
flamenco ; gaviota
gaviota ; loro
loro ; buho
buho ; gorrion
gorrion ; avestruz
avestruz ; leopardo
leopardo ; cerdo
cerdo ; leon
leon ; tigre
tigre ; hiena
hiena ; mamut
mamut ; dinosaurio
dinosaurio ; mono
mono ; simio
simio ; orangutan
orangutan ; hormiga
hormiga ; osopolar
osopolar ; hipopotamo
hipopotamo ; koala
mono ; pajaro
pajaro ; gallina
gallina ; perro
perro ; gato
gato ; jirafa
jirafa ; hipopotamo
hipopotamo ; pienso
pienso ; pasto
pasto ; pez
pez ; murcielago
murcielago ; cisne
cisne ; delfin
delfin ; tigre
tigre ; leon
leon ; arana
arana ; serpiente
serpiente ; ardilla
ardilla ; pato
zorro ; mono
mono ; gorila
gorila ; pez
pez ; tiburon
tiburon ; pezespada
pezespada ; leon
leon ; tigre
tigre ; murcielago
murcielago ; mariquita
mariquita ; cucaracha
cucaracha ; ciervo
ciervo ; ballena
ballena ; jirafa
jirafa ; elefante
elefante ; delfin
delfin ; luciernaga
luciernaga ; abeja
abeja ; cerdo
cerdo ; oveja
oveja ; cabra
cabra ; vaca
vaca ; gato
gato ; perro
perro ; rata
rata ; jabali
perro ; gato
gato ; tortuga
tortuga ; gallo
gallo ; gallina
gallina ; cerdo
cerdo ; pajaro
pajaro ; paloma
paloma ; ornitorrinco
ornitorrinco ; gamuza
gamuza ; nutria
nutria ; caballo
caballo ; oveja
oveja ; cordero
cordero ; buey
buey ; hormiga
perro ; gato
gato ; cebra
cebra ; loro
loro ; leon
leon ; tigre
tigre ; serpiente
serpiente ; tiburon
tiburon ; delfin
delfin ; zorro
zorro ; mosquito
mosquito ; caballo
caballo ; cabra
cabra ; abeja
abeja ; oveja
oveja ; elefante
elefante ; cocodrilo
cocodrilo ; rana
rana ; sapo
sapo ; libelula
libelula ; topo
topo ; antilope
antilope ; jirafa
cabra ; vaca
vaca ; pavo
pavo ; conejo
conejo ; cebra
cebra ; oveja
oveja ; leon
leon ; camaleon
camaleon ; serpiente
serpiente ; sardina
sardina ; tiburon
tiburon ; escorpion
escorpion ; ballena
ballena ; loro
loro ; murcielago
murcielago ; perro
perro ; gato
gato ; tortuga
tortuga ; canario
canario ; periquito
periquito ; huron
huron ; mono
mono ; rinoceronte
rinoceronte ; gorila
gorila ; jirafa
jirafa ; hiena
hiena ; hipopotamo
tigre ; leon
leon ; dragondekomodo
dragondekomodo ; zorro
zorro ; canguro
canguro ; hipopotamo
hipopotamo ; cocodrilo
cocodrilo ; gallo
gallo ; cerdo
leopardo ; cebra
cebra ; cabra
cabra ; vaca
vaca ; leon
leon ; elefante
elefante ; jirafa
jirafa ; insecto
insecto ; hormiga
hormiga ; tigre
tigre ; tiburon
tiburon ; ballena
ballena ; pez
pez ; oveja
oveja ; perro
perro ; gato
gato ; cerdo
perro ; gato
gato ; mono
mono ; jirafa
jirafa ; elefante
elefante ; gorila
gorila ; lobo
lobo ; oso
oso ; cabra
cabra ; vaca
vaca ; leon
leon ; tigre
tigre ; avispa
avispa ; mosquito
mosquito ; abeja
abeja ; ciervo
ciervo ; gallo
gallo ; gallina
gallina ; toro
toro ; nu
nu ; cerdo
cerdo ; caballo
pato ; perro
perro ; gato
gato ; cabra
cabra ; conejo
conejo ; topo
topo ; caballa
caballa ; burro
burro ; leon
leon ; tigre
tigre ; avestruz
avestruz ; codorniz
codorniz ; ciervo
ciervo ; corzo
corzo ; jabali
jabali ; gallina
gallina ; gallo
gallo ; elefante
elefante ; jirafa
jirafa ; ballena
ballena ; tiburon
tiburon ; salmon
salmon ; trucha
trucha ; mero
mero ; langostino
langostino ; gamba
gamba ; bogavante
bogavante ; rape
rape ; pez
pajaro ; tigre
tigre ; leon
leon ; cebra
cebra ; colibri
colibri ; topo
topo ; leopardo
leopardo ; guepardo
guepardo ; elefante
elefante ; jirafa
jirafa ; buey
buey ; caballo
caballo ; conejo
conejo ; cerdo
cerdo ; gallina
gallina ; vaca
vaca ; cabra
cabra ; oveja
oveja ; gallo
gallo ; pavo
pavo ; toro
toro ; ballena
ballena ; tiburon
tiburon ; delfin
delfin ; mantarraya
mantarraya ; mono
mono ; gorila
gorila ; perro
perro ; gato
gato ; rinoceronte
caballo ; caracol
caracol ; jabali
jabali ; perro
perro ; gato
gato ; pez
pez ; pajaro
pajaro ; conejo
conejo ; jirafa
jirafa ; leon
leon ; tigre
tigre ; serpiente
serpiente ; avestruz
avestruz ; rinoceronte
rinoceronte ; hipopotamo
hipopotamo ; ciervo
ciervo ; mono
mono ; gorila
gorila ; koala
koala ; pajarocarpintero
pajarocarpintero ; paloma
paloma ; colibri
colibri ; cucaracha
cucaracha ; raton
raton ; rata
rata ; medusa
medusa ; delfin
delfin ; foca
foca ; osopolar
osopolar ; pinguino
perro ; gato
gato ; lagartija
lagartija ; elefante
elefante ; hipopotamo
hipopotamo ; conejo
conejo ; caballo
caballo ; arana
arana ; medusa
medusa ; ballena
ballena ; delfin
delfin ; tiburon
tiburon ; tortuga
tortuga ; gallina
gallina ; gallo
gallo ; vaca
vaca ; cerdo
cerdo ; jirafa
jirafa ; mofeta
mofeta ; cocodrilo
cocodrilo ; osopardo
osopardo ; osopanda
osopanda ; osopolar
caballo ; perro
perro ; gato
gato ; ballena
ballena ; delfin
delfin ; tiburon
tiburon ; cerdo
cerdo ; oveja
oveja ; abeja
abeja ; vaca
vaca ; cebra
cebra ; leon
leon ; marmota
marmota ; tigre
tigre ; pantera
pantera ; hipopotamo
hipopotamo ; cocodrilo
cocodrilo ; pajaro
pajaro ; paloma
paloma ; serpiente
serpiente ; lagartija
lagartija ; sapo
sapo ; rana
rana ; ornitorrinco
ornitorrinco ; flamenco
flamenco ; avestruz
avestruz ; salamandra
leon ; cobaya
cobaya ; jirafa
jirafa ; cebra
cebra ; perro
perro ; gato
gato ; pez
pez ; periquito
periquito ; hamster
hamster ; pajaro
pajaro ; avestruz
avestruz ; tiburon
tiburon ; delfin
delfin ; jaguar
jaguar ; tigre
tigre ; elefante
elefante ; marmota
marmota ; perezoso
perezoso ; mono
mono ; orangutan
orangutan ; vaca
vaca ; gallina
gallina ; cerdo
cerdo ; buitre
buitre ; megalodon
megalodon ; lobo
lobo ; zorro
perro ; gato
gato ; koala
koala ; pajaro
pajaro ; paloma
paloma ; jabali
jabali ; ciervo
ciervo ; alce
alce ; gamo
gamo ; tigre
tigre ; leon
leon ; jirafa
jirafa ; cocodrilo
cocodrilo ; iguana
iguana ; mosca
mosca ; mosquito
mosquito ; rinoceronte
rinoceronte ; cebra
cebra ; flamenco
flamenco ; trucha
trucha ; salmon
salmon ; lucio
lucio ; alga
alga ; dorada
dorada ; tiburon
tiburon ; ballena
ballena ; pezgato
pezgato ; pezballena
pezballena ; pezluna
perro ; gato
gato ; cerdo
cerdo ; cabra
cabra ; serpiente
serpiente ; elefante
elefante ; rata
rata ; raton
raton ; cuervo
cuervo ; vaca
vaca ; pato
pato ; caballo
caballo ; mula
mula ; gallina
gallina ; gallo
gallo ; oso
oso ; lobo
lobo ; zorro
zorro ; cebra
cebra ; leon
leon ; aguila
aguila ; guacamayo
guacamayo ; arana
arana ; gorila
gorila ; mono
mono ; pez
pez ; hamster
hamster ; conejo
conejo ; elefante
elefante ; jirafa
jirafa ; tortuga
tortuga ; grillo
grillo ; pez
pez ; perro
perro ; gato
gato ; caballo
caballo ; jabali
jabali ; rinoceronte
rinoceronte ; leon
leon ; camaleon
camaleon ; zorro
zorro ; avestruz
avestruz ; paloma
paloma ; ave
ave ; pezpayaso
pezpayaso ; sirena
vaca ; cabra
cabra ; perro
perro ; toro
toro ; gato
gato ; tortuga
tortuga ; caballo
caballo ; rana
rana ; iguana
iguana ; mariposa
mariposa ; elefante
elefante ; delfin
delfin ; ballena
ballena ; tiburon
tiburon ; caballitodemar
caballitodemar ; pez
pez ; pinguino
pinguino ; mosquito
mosquito ; jirafa
jirafa ; leon
leon ; tigre
tigre ; serpiente
serpiente ; anaconda
anaconda ; camaleon
camaleon ; raton
raton ; hamster
tiburon ; pajaro
pajaro ; perro
perro ; gato
gato ; ballena
ballena ; ciervo
ciervo ; alce
alce ; guepardo
guepardo ; tigre
tigre ; leon
leon ; rinoceronte
rinoceronte ; hormiga
hormiga ; raton
raton ; zarigueya
zarigueya ; ciguena
ciguena ; sapo
sapo ; rana
rana ; pez
pez ; arana
arana ; serpiente
serpiente ; lombriz
lombriz ; gusano
gusano ; camaleon
camaleon ; pulpo
pulpo ; calamar
calamar ; camaron
camaron ; trucha
trucha ; salmon
salmon ; cebra
cebra ; caballo
caballo ; cerdo
cerdo ; vaca
leon ; guepardo
guepardo ; leopardo
leopardo ; perro
perro ; gato
gato ; periquito
periquito ; agaporni
agaporni ; pajaro
pajaro ; toro
toro ; vaca
vaca ; camaleon
camaleon ; serpiente
serpiente ; rana
rana ; jabali
jabali ; cerdo
cerdo ; rata
rata ; mosquito
mosquito ; caballo
caballo ; caballitodemar
caballitodemar ; pez
pez ; cebra
cebra ; jirafa
jirafa ; arana
arana ; hiena
hiena ; mono
tigre ; leon
leon ; perro
perro ; ardilla
ardilla ; elefante
elefante ; rinoceronte
rinoceronte ; hipopotamo
hipopotamo ; cocodrilo
cocodrilo ; gato
gato ; hamster
hamster ; raton
raton ; lagarto
lagarto ; pez
pez ; zorro
zorro ; lobo
lobo ; camaleon
camaleon ; oso
oso ; ciervo
ciervo ; corzo
corzo ; jabali
jabali ; conejo
conejo ; liebre
liebre ; jirafa
jirafa ; perdiz
perdiz ; cabra
cabra ; mariposa
mariposa ; tortuga
tortuga ; garza
cebra ; leon
leon ; tigre
tigre ; perro
perro ; gato
gato ; delfin
delfin ; ballena
ballena ; tiburon
tiburon ; buey
buey ; toro
toro ; ciervo
ciervo ; jabali
jabali ; cerdo
cerdo ; vaca
vaca ; caballo
caballo ; oveja
oveja ; abeja
abeja ; lubina
lubina ; pargo
pargo ; dorada
dorada ; salmon
salmon ; serpiente
serpiente ; lagarto
lagarto ; lagartija
lagartija ; lobo
lobo ; zorro
zorro ; alpaca
alpaca ; elefante
elefante ; jirafa
jirafa ; puma
puma ; leopardo
leopardo ; guepardo
guepardo ; iguana
perro ; gato
gato ; gallina
gallina ; cordero
cordero ; oveja
oveja ; cebra
cebra ; leon
leon ; tigre
tigre ; granja
granja ; mono
mono ; serpiente
perro ; gato
gato ; serpiente
serpiente ; gatodeagua
gatodeagua ; rinoceronte
rinoceronte ; hormiga
hormiga ; arana
arana ; bogavante
bogavante ; lubina
lubina ; rodaballo
rodaballo ; cerdo
cerdo ; vaca
vaca ; foca
foca ; tiburon
tiburon ; ballena
ballena ; pezespada
pezespada ; pezglobo
pezglobo ; canguro
canguro ; koala
leopardo ; tigre
tigre ; leon
leon ; jirafa
jirafa ; elefante
elefante ; salamandra
salamandra ; raton
raton ; perro
perro ; gato
gato ; hamster
hamster ; abeja
abeja ; mosca
mosca ; avispa
avispa ; abejorro
abejorro ; camaleon
camaleon ; ballena
ballena ; tortuga
tortuga ; tiburon
tiburon ; medusa
medusa ; pez
pez ; manta
manta ; caballitodemar
caballitodemar ; serpiente
serpiente ; arana
peludo ; carinoso
carinoso ; bonito
bonito ; achuchable
achuchable ; gato
gato ; perro
perro ; conejo
conejo ; pequeno
pequeno ; grande
grande ; venenoso
venenoso ; inofensivo
inofensivo ; suave
suave ; salvaje
salvaje ; serpiente
serpiente ; huron
huron ; video
video ; elefante
elefante ; hipopotamo
hipopotamo ; selva
selva ; desierto
desierto ; amaestrado
cocodrilo ; elefante
elefante ; perro
perro ; gato
gato ; mono
mono ; gorila
gorila ; delfin
delfin ; caballo
caballo ; ballena
ballena ; orca
orca ; pezpayaso
pezpayaso ; loro
loro ; periquito
periquito ; serpiente
serpiente ; iguana
iguana ; hipopotamo
hipopotamo ; rinoceronte
rinoceronte ; arana
arana ; abeja
abeja ; mosquito
mosquito ; tarantula
tarantula ; zorro
zorro ; leon
leon ; tigre
tigre ; oso
oso ; osopanda
osopanda ; nutria
nutria ; morsa
morsa ; tiburon
tiburon ; caballitodemar
caballitodemar ; vaca
vaca ; toro
toro ; besugo
besugo ; anaconda
perro ; gato
gato ; burro
burro ; pajaro
pajaro ; vaca
vaca ; toro
toro ; tigre
tigre ; leon
leon ; corzo
corzo ; ciervo
ciervo ; jabali
jabali ; cerdo
cerdo ; cabra
cabra ; abeja
abeja ; gallina
gallina ; caballo
caballo ; yegua
yegua ; canario
canario ; pato
leon ; jirafa
jirafa ; tigre
tigre ; leopardo
leopardo ; guepardo
guepardo ; elefante
elefante ; cebra
cebra ; perro
perro ; gato
gato ; rata
rata ; raton
raton ; colibri
colibri ; paloma
paloma ; pajaro
pajaro ; hamster
hamster ; conejo
conejo ; liebre
liebre ; saltamontes
saltamontes ; hormiga
hormiga ; abeja
abeja ; avispa
avispa ; rinoceronte
rinoceronte ; hipopotamo
hipopotamo ; cocodrilo
cocodrilo ; avestruz
avestruz ; gaviota
gaviota ; aguila
aguila ; halcon
halcon ; ciguena
ciguena ; pez
pez ; trucha
trucha ; merluza
merluza ; tiburon
leon ; tigre
tigre ; puma
puma ; pantera
pantera ; perro
perro ; gato
gato ; rata
rata ; raton
raton ; elefante
elefante ; rana
rana ; serpiente
serpiente ; lagartija
lagartija ; lagarto
lagarto ; mosquito
mosquito ; mosca
mosca ; cucaracha
cucaracha ; garrapata
garrapata ; saltamontes
saltamontes ; pajaro
pajaro ; gorrion
gorrion ; cuervo
leon ; tigre
tigre ; elefante
elefante ; jirafa
jirafa ; perro
perro ; gato
gato ; lince
lince ; pato
pato ; pajaro
pajaro ; paloma
paloma ; camaleon
camaleon ; mosquito
mosquito ; arana
arana ; tarantula
tarantula ; serpiente
serpiente ; pez
pez ; tiburon
tiburon ; mono
perro ; gato
gato ; serpiente
serpiente ; arana
arana ; elefante
elefante ; hormiga
hormiga ; pajaro
pajaro ; gaviota
gaviota ; loro
loro ; tigre
tigre ; leon
leon ; rinoceronte
rinoceronte ; flamenco
flamenco ; mariposa
mariposa ; pez
pez ; conejo
conejo ; tortuga
tortuga ; cocodrilo
cocodrilo ; dinosaurio
dinosaurio ; cebra
cebra ; jirafa
jirafa ; oso
oso ; hiena
hiena ; caballo
caballo ; mariquita
perro ; gato
gato ; hamster
hamster ; jirafa
jirafa ; elefante
elefante ; cocodrilo
cocodrilo ; hiena
hiena ; hipopotamo
hipopotamo ; serpiente
serpiente ; lobo
lobo ; oso
oso ; rinoceronte
rinoceronte ; leon
leon ; tigre
tigre ; panteranegra
panteranegra ; oveja
oveja ; vaca
vaca ; cerdo
cerdo ; ternero
ternero ; cabra
cabra ; gallina
gallina ; pajaro
pajaro ; cebra
